ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
yeast	drożdże	7	65,5333333333333	51,5714285714286	30	28	40	47	N	7	50	2	9	5,4	1,16057691494799	50	1	9	3,64	2,31022571562669	50	2	7	4,88	1,08119359590997	50	1	9	6,12	1,96541525964798	50	1	7	2,6	1,79568644142522	50	1	8	1,96	1,67770494353179	50	1	9	6,96	2,1185285613619	50	3	14	9,2	2,79211718367029	25	2	9	5,12	1,23558353285671	25	1	9	3,76	2,35017729827631	25	3	7	5,16	1,02794292967395	25	1	9	6,12	1,78699002049069	25	1	7	2,68	1,93045763140937	25	1	5	1,64	1,35030860670194	25	2	9	7,24	2,16564078277077	25	3	14	9,2	2,53311402559511	25	4	8	5,68	1,0295630140987	25	1	8	3,52	2,31156512634477	25	2	7	4,6	1,08012344973464	25	1	9	6,12	2,16641024123626	25	1	7	2,52	1,68621864932557	25	1	8	2,28	1,92613602842582	25	1	9	6,68	2,07605394920267	25	5	14	9,2	3,08220700148449	 	35	12,8	17,84	57,76	29,08	23,08	47,8	75,6	52,16	0	0,2	0,1	608
troop	gromada	7	59,7142857142857	56,6296296296296	28	27	102	1175	N	7	50	3	8	5,4	1,08796758655199	50	1	9	3,9	2,25198325291921	50	1	9	5,2	1,72614942479922	50	1	9	5,58	1,92820102263054	50	1	7	2,78	1,7058123924885	50	1	9	3,36	2,22013053486428	49	2	9	6,3265306122449	2,00403504524872	50	3	16	9,64	3,45087980500211	25	3	8	5,32	1,10754984838908	25	1	6	3,56	1,73397424048533	25	2	9	5,32	1,81934053986603	25	2	9	5,92	1,93476958145753	25	1	7	3,04	1,79071680247511	25	1	8	2,64	2,07926268983343	25	2	9	6,04	2,4576411454889	25	3	16	9,72	3,27261363439071	25	3	8	5,48	1,0847426730182	25	1	9	4,24	2,66583320308429	25	1	8	5,08	1,65630109984065	25	1	8	5,24	1,89912260443255	25	1	6	2,52	1,61038297722416	25	1	9	4,08	2,15870331449229	24	4	9	6,625	1,37722152554873	25	4	16	9,56	3,68646171823335	 	36,3	35,65	40,4	46,8	47,5	51,25	71,95	87,2	98,75	1	0,1	1	927
degree	stopień	7	51,5714285714286	64,483870967742	28	31	1308	2294	N	7	50	2	8	5,4	1,08796758655199	50	1	9	3,54	2,26967587364993	50	2	8	5,38	1,32310704211638	50	1	9	6,56	1,68013604891305	50	1	8	3,62	1,85042741890977	50	1	8	3,2	2,1189138534559	50	1	9	6,92	2,00855313952251	50	3	15	8	2,83563332018274	25	4	8	5,36	0,757187779440037	25	1	8	3,6	2,19848432637882	25	3	7	5,64	1,28711563842052	25	4	9	7,08	1,28840987267251	25	1	7	3,72	1,76823829464998	25	1	6	2,24	1,50775771705315	25	2	9	6,88	2,1855586623714	25	3	15	7,64	2,5475478405714	25	2	8	5,44	1,35646599662505	25	1	9	3,48	2,38257563713446	25	2	8	5,12	1,33291660154215	25	1	9	6,04	1,88148877222268	25	1	8	3,52	1,96044212700435	25	1	8	4,16	2,2300971578237	25	1	9	6,96	1,85921130231791	25	4	15	8,36	3,10751776610636	 	30	24,79	23,29	63,54	57,46	32,92	54,79	86,83	90,38	0,1	0,2	0	3555
lightbulb	żarówka	7	69,5806451612903	64,8461538461538	31	26	131	364	N	7	50	4	8	5,4	0,832993127835043	50	1	7	3,58	1,97008235609477	50	2	8	5,54	1,37336173274909	50	1	9	6,38	1,99887723587059	50	1	8	3,14	1,85175041294358	50	1	8	1,68	1,40610911992735	50	1	9	8,16	1,46189700633898	50	3	15	7,56	3,02479548979795	25	4	8	5,28	0,842614977317636	25	1	6	3,44	1,85022521151706	25	2	8	5,48	1,26227308191743	25	3	9	6,32	1,74928556845359	25	1	8	3,16	1,9723082923316	25	1	5	1,28	0,842614977317636	25	6	9	8,44	0,960902353693305	25	3	15	7,32	2,89712501168543	25	5	8	5,52	0,822597511950204	25	1	7	3,72	2,11187120819429	25	2	8	5,6	1,5	25	1	9	6,44	2,2561028345357	25	1	6	3,12	1,76351920885484	25	1	8	2,08	1,7301252363148	25	1	9	7,88	1,81015653098473	25	4	15	7,8	3,18852107828483	 	38,35	13,3	17,74	69,84	27,32	34,68	51,65	87,58	62	0	0,2	0,1	4861
shrimp	krewetka	8	51,53125	49,7037037037037	32	27	117	18	N	8	50	1	9	5,4	1,64130361329658	50	1	9	3,78	2,13130217932414	50	1	9	4,86	1,45700279438893	50	1	9	5,58	1,80803196648642	50	1	7	2,6	1,71428571428571	50	1	8	1,84	1,69464944300993	50	3	9	7,94	1,34634804609525	50	3	18	10,24	3,44377581104443	25	1	9	5,16	1,86368809979925	25	1	7	3,88	2,08806130178211	25	3	8	5,04	1,20692446601544	25	3	9	5,84	1,65025250593154	25	1	7	2,44	1,73397424048533	25	1	8	1,28	1,4	25	6	9	8,28	1,1	25	3	18	10,6	3,42782730020052	25	1	8	5,64	1,38082101181387	25	1	9	3,68	2,21208800307161	25	1	9	4,68	1,67630546142402	25	1	9	5,32	1,95192212959431	25	1	6	2,76	1,71464281994822	25	1	8	2,4	1,80277563773199	25	3	9	7,6	1,5	25	6	18	9,88	3,49189537834875	 	41,56	33,08	19,31	42,08	27,85	20,12	74,64	61,39	47,97	0	0	1	1378
cheek	policzek	8	73,03125	45,7142857142857	32	28	575	3271	N	8	50	2	8	5,4	1,39970842444753	50	1	8	3,48	1,99222980397261	50	3	9	5,02	1,33232955413303	50	1	9	5,06	1,97339446494757	50	1	9	3,46	2,23341963484387	50	1	9	1,94	1,60877694703341	50	1	9	7,94	1,60877694703341	50	3	11	5,98	2,13321640836038	25	2	8	5,88	1,5088627063675	25	1	8	3,36	1,955334583475	25	3	7	4,92	1,15181016954473	25	2	9	5,12	1,9	25	1	9	3,76	2,45424801789333	25	1	5	1,32	0,9	25	4	9	8,28	1,20830459735946	25	3	9	5,6	1,87082869338697	25	2	7	4,92	1,11504857891185	25	1	8	3,6	2,06155281280883	25	3	9	5,12	1,5088627063675	25	1	9	5	2,08166599946613	25	1	8	3,16	1,99332218503014	25	1	9	2,56	1,91659420152867	25	1	9	7,6	1,89296944860009	25	3	11	6,36	2,343074902772	 	41,04	23,26	50,39	34,74	36	38,83	64,3	85,13	74,83	0	0,1	0,1	2711
chest	skrzynia	8	53,8	58,448275862069	30	29	468	478	N	8	50	3	7	5,4	0,947607082958686	50	1	9	3,96	2,34703460319004	50	1	7	5,08	1,29109983173657	50	1	9	5,7	1,97173910597747	50	1	8	3,24	1,98525174469031	50	1	6	1,62	1,14089116617722	50	1	9	7,66	1,91247248879773	50	3	13	7,52	2,75710584727196	25	3	7	5,2	1,08012344973464	25	1	7	3,92	1,97737199332852	25	2	7	5,16	1,31275791116768	25	2	9	6,16	1,7	25	1	8	3,28	2,01080415091409	25	1	3	1,24	0,522812904711937	25	2	9	7,56	2,10317220724631	25	3	13	7,2	2,73861278752583	25	5	7	5,6	0,763762615825973	25	1	9	4	2,70801280154532	25	1	7	5	1,29099444873581	25	1	9	5,24	2,14631467093403	25	1	7	3,2	2	25	1	6	2	1,44337567297406	25	1	9	7,76	1,73877351409933	25	4	13	7,84	2,79404127862612	 	37,38	25,81	31,71	60,29	34,19	33,57	63,19	92	67,76	0	0,2	1	3406
stitch	szydełko	8	69,2857142857143	56,3076923076923	28	26	6	13	N	8	50	3	9	5,4	1,12485826771597	50	1	9	2,98	2,06516293768402	50	1	9	5,04	1,39912509105089	50	1	9	5,88	1,81422947044429	50	1	6	2,38	1,65233292094319	50	1	9	1,98	1,95343757702849	49	2	9	7,14285714285714	1,8819316317727	50	4	16	9,42	3,27071108788413	25	3	9	5,44	1,35646599662505	25	1	8	2,92	2,13931453196267	25	3	8	5,16	1,31275791116768	25	1	9	5,92	2,03960780543711	25	1	6	2,36	1,60416125540213	25	1	7	1,36	1,25432584814845	25	4	9	7,44	1,70977581376429	25	4	15	9,2	3,18852107828483	25	4	7	5,36	0,860232526704263	25	1	9	3,04	2,03059925473574	25	1	9	4,92	1,49777612924406	25	1	9	5,84	1,59895799402819	25	1	6	2,4	1,73205080756888	25	1	9	2,6	2,32737334062816	24	2	9	6,83333333333333	2,03590951081621	25	4	16	9,64	3,40196021924615	 	45,2	16,69	32,62	46,6	22,52	17,15	61,89	79,22	39,67	0	0	0,1	3726
cure	lekarstwo	9	49,9666666666667	75,25	30	28	2271	1126	N	9	50	1	9	5,4	1,64130361329658	50	1	8	3,52	2,10189418945709	50	1	9	5,46	2,05247486250733	50	1	9	6,82	1,87017406152694	50	1	9	4,98	2,59111511728453	50	1	8	2,88	2,00651998469479	50	1	9	7,28	1,8410289935528	50	3	13	6,76	2,86114006105601	25	3	9	5,64	1,75309250564063	25	1	8	3,96	1,96807858921673	25	1	9	5,76	2,14631467093403	25	2	9	6,72	1,72046505340853	25	1	9	5,48	2,6	25	1	7	2,2	1,68325082306035	25	4	9	7,28	1,86010752377383	25	3	13	7,28	2,86530975637888	25	1	8	5,16	1,51877143331927	25	1	8	3,08	2,17791949652262	25	1	8	5,16	1,95106808355492	25	1	9	6,92	2,03960780543711	25	1	9	4,48	2,53508711224421	25	1	8	3,56	2,10317220724631	25	1	9	7,28	1,86010752377383	25	3	13	6,24	2,81780056072107	 	60,62	25,71	47,81	86,9	71,86	50,14	86,33	134,71	122	1	2	1	1494
describing	opisywanie	10	60,7857142857143	67,1851851851852	28	27	15	51	N	10	50	2	8	5,4	1,03015750727543	50	1	8	3,08	1,58873585993804	50	1	8	5,66	1,28745913349052	50	1	9	6,7	1,89790432222663	50	1	7	3,42	2,12938622947687	50	1	9	4,86	1,95886264376624	50	1	9	5,36	2,1357978961178	50	3	15	8,62	3,18087396538647	25	2	7	5,4	1,08012344973464	25	1	6	3,04	1,54056266777218	25	4	8	6,04	1,27410099024109	25	1	9	6,52	1,89560896108172	25	1	7	3,84	2,19241115365405	25	2	8	4,8	1,84842275106824	25	1	9	5,52	2,20075744536588	25	4	15	8,68	3,17175030543074	25	3	8	5,4	1	25	1	8	3,12	1,66633329999333	25	1	8	5,28	1,20830459735946	25	2	9	6,88	1,92180470738661	25	1	7	3	2,02072594216369	25	1	9	4,92	2,1	25	1	8	5,2	2,10158670215308	25	3	15	8,56	3,2542280190546	 	46,96	12,04	50,71	61,43	55,21	36,64	59	112,15	91,86	0,1	2	0,1	2298
fan	wentylator	10	20,5862068965517	53,0357142857143	29	28	215	167	N	10	50	3	9	5,4	1,0690449676497	50	1	8	3,26	1,68801296058473	50	3	8	5,48	1,11098411972706	50	1	9	6,22	2,17865339424262	50	1	8	2,44	1,71618941916357	50	1	8	2	1,88441513689613	50	1	9	7,56	1,80882191901079	50	3	16	9,28	3,20738942736542	25	3	9	5,68	1,31402688962847	25	1	8	2,84	2,0952326839757	25	4	8	5,32	1,14455231422596	25	2	9	5,64	1,93390796058137	25	1	8	3,2	2,38047614284762	25	1	5	1,64	1,15036226178249	25	4	9	7,52	1,63605215890774	25	4	14	8,8	2,61406452355969	25	4	7	5,64	0,757187779440036	25	1	7	2,72	1,72046505340853	25	2	7	4,8	1,25830573921179	25	1	9	5,6	1,84842275106824	25	1	7	2,6	1,73205080756888	25	1	8	2	1,6583123951777	25	1	9	7,52	1,73493515728975	25	4	16	9,76	3,68872154908264	 	33,68	14,36	16,52	77,2	28,72	28,92	48,04	93,72	57,64	0	0,2	0	4202
print	druk	4	48,448275862069	57,4	29	30	117	487	N	4	50	4	9	5,42	0,859283042389861	50	1	6	2,78	1,4183923063433	50	2	9	5,42	1,32618833888859	50	1	9	6,58	1,762303687142	50	1	8	3,1	1,98206241793023	50	1	7	2,42	1,67928556237467	50	1	9	7,1	1,75254916376933	50	3	16	8,5	3,0722590239438	25	4	7	5,44	0,768114574786861	25	1	6	3	1,38443731048635	25	2	9	5,84	1,43410831761993	25	5	9	6,72	1,48660687473185	25	1	8	3,16	2,2300971578237	25	1	6	2,16	1,54596248337403	25	3	9	7,32	1,72530190594767	25	3	16	8,44	3,04247706099268	25	4	9	5,4	0,957427107756338	25	1	6	2,56	1,4456832294801	25	2	7	5	1,08012344973464	25	1	9	6,44	2,02237484161567	25	1	8	3,04	1,74355957741627	25	1	7	2,68	1,796292478041	25	1	9	6,88	1,78699002049069	25	4	15	8,56	3,16333157709821	 	32,6	11,3	18,1	68,4	34,7	24,9	43,9	86,5	59,6	0	0,2	0	609
mill	młyn	4	55,551724137931	56,7777777777778	29	27	281	593	N	4	50	2	8	5,42	1,08965450431571	50	1	8	3,64	2,21091909967464	50	2	8	5,26	1,38224898079107	50	1	9	5,42	2,00091815659406	50	1	8	3,16	2,16049880861824	50	1	9	1,94	1,86711607806788	50	1	9	7,98	1,54510418379328	50	3	15	8,02	2,98629522714575	25	2	8	5,32	1,24899959967968	25	1	6	3,24	1,78605710994918	25	2	8	5,28	1,56843871413581	25	2	9	5,64	2,11896201004171	25	1	8	3,2	2,3629078131263	25	1	2	1,08	0,276887462097269	25	6	9	8,4	1,08012344973464	25	3	15	8,16	3,43608304129377	25	5	8	5,52	0,918331820930394	25	1	8	4,04	2,54099717958652	25	2	8	5,24	1,2	25	1	9	5,2	1,89296944860009	25	1	8	3,12	1,98578280114753	25	1	9	2,8	2,34520787991171	25	1	9	7,56	1,82756668824971	25	4	12	7,88	2,5219040425837	 	24,56	12,22	16,39	55,67	24,61	33,67	36,78	72,06	58,28	0	0,2	0	1769
malt	słód	4	53,3666666666667	46,3793103448276	30	29	7	11	N	4	50	3	8	5,42	0,859283042389861	50	1	7	2,56	1,61826311525786	49	2	9	4,75510204081633	1,14620046684866	49	1	9	6,20408163265306	1,93627210377673	50	1	9	3,08	2,26634651600594	48	1	9	2,875	2,42877256452982	46	1	9	4,76086956521739	2,30154327555998	47	3	18	11,1489361702128	3,96714070400867	25	3	8	5,4	0,912870929175277	25	1	7	2,76	1,69016764454496	25	2	9	4,96	1,36869767784319	24	3	9	6,125	1,70198094302926	25	1	9	3,32	2,49532896962839	23	1	9	2,26086956521739	2,00493462383435	22	1	9	4,90909090909091	2,40849866117169	22	4	17	11,6363636363636	3,40231650140865	25	4	7	5,44	0,820568908339412	25	1	6	2,36	1,55134350376268	24	3	6	4,54166666666667	0,832970935693524	25	1	9	6,28	2,17025344142107	25	1	7	2,84	2,03469899493758	25	1	9	3,44	2,67830792354676	24	1	9	4,625	2,2421360157322	25	3	18	10,72	4,43019939355631	 	31,96	33,54	26,88	40,88	16	19,77	65,5	67,76	35,77	0	0	0,2	3428
detail	detal	5	47,2413793103448	72,1612903225807	29	31	122	89	N	5	50	3	8	5,42	0,970798114744686	50	1	7	2,96	1,65319727331308	50	1	9	5,5	1,56817845715001	50	1	9	6,48	1,91918349985676	50	1	8	3,56	2,15860877343133	50	1	9	3,84	2,5900910077778	50	1	9	5,12	2,44648852898373	50	4	16	10,02	3,33497238614153	25	4	7	5,28	0,890692614392493	25	1	7	3,16	1,7	25	3	9	5,76	1,53514385862259	25	1	9	6,56	1,70977581376429	25	1	8	3,92	2,21585198061603	25	1	9	3,6	2,67706306736817	25	1	9	4,8	2,39791576165636	25	4	16	9,44	3,76474877426547	25	3	8	5,56	1,04403065089106	25	1	6	2,76	1,61451747177498	25	1	8	5,24	1,58850034099251	25	1	9	6,4	2,14087209644419	25	1	8	3,2	2,08166599946613	25	1	9	4,08	2,53179778023443	25	1	9	5,44	2,50133297796728	25	5	16	10,6	2,79880927062444	 	42,04	26,82	38,14	68,73	65,75	44,14	68,86	106,88	109,89	1	1	1	528
point	punkt	5	46,6	65,551724137931	30	29	5252	6096	N	5	50	3	8	5,42	0,835195198985341	50	1	9	3,56	2,34006802622209	50	1	8	5,64	1,33645892154589	50	1	9	6,62	2,2028738187251	50	1	8	3,76	1,9645843928767	50	1	9	3,6	2,61861468283191	50	1	9	6,22	2,40992844334449	50	3	14	7,96	2,83534542401263	25	5	8	5,4	0,763762615825973	25	1	9	3,6	2,21735578260835	25	3	8	5,68	1,24899959967968	25	4	9	7	1,5545631755148	25	1	8	3,96	1,9035055380359	25	1	8	3,12	2,47184141886165	25	2	9	6,12	2,38607068908977	25	3	14	8,08	3,0946189857019	25	3	7	5,44	0,916515138991168	25	1	9	3,52	2,50199920063936	25	1	8	5,6	1,44337567297406	25	1	9	6,24	2,68141753555838	25	1	8	3,56	2,04287379280594	25	1	9	4,08	2,72213151776324	25	1	9	6,32	2,47857485933617	25	5	13	7,84	2,60895892391327	 	51,11	23,37	26,68	60,79	48,05	25,74	74,47	87,47	73,79	0,1	0,2	0,1	3049
robot	robot	5	26,4193548387097	67,7241379310345	31	29	1361	1742	N	5	50	3	8	5,42	1,10822527732683	50	1	9	3,6	2,1380899352994	50	1	8	4,76	2,07570986136585	50	1	9	6,88	1,85868068197607	50	1	9	3,16	2,01382973562355	50	1	8	2,62	2,04929056913233	50	1	9	7,62	1,96800945741879	50	3	17	7,98	3,97178826736979	25	3	8	5,16	1,02794292967395	25	1	9	3,84	2,35725829443162	25	1	8	5,08	2,11974841274462	25	2	9	6,84	1,77200451466694	25	1	9	3,6	2,27303028283098	25	1	8	1,96	1,81383571472171	25	2	9	7,6	2,14087209644419	25	3	17	8,08	3,99916657984302	25	4	8	5,68	1,14455231422596	25	1	6	3,36	1,9122412679018	25	1	7	4,44	2,02237484161567	25	1	9	6,92	1,97737199332852	25	1	7	2,72	1,64620776331543	25	1	8	3,28	2,09204843793509	25	1	9	7,64	1,82300118851671	25	4	17	7,88	4,02409410095407	 	48,15	28,2	20,6	85,3	57,85	39,85	76,35	105,9	97,7	1	0,2	1	3117
quart	kwarta	6	46,3448275862069	57,6551724137931	29	29	81	14	N	6	50	4	8	5,42	0,758354825142114	49	1	7	3,08163265306122	1,86900970540861	48	3	7	4,9375	0,860634352882629	49	1	9	6,10204081632653	1,93912456578546	49	1	6	3	1,80277563773199	47	1	9	4,06382978723404	2,38112373287642	48	1	9	4,8125	2,50664011793697	49	4	18	12,469387755102	3,38564396149589	25	4	8	5,28	0,791622805802528	24	1	6	3,25	1,79975843789732	24	4	7	5,08333333333333	0,928611242975073	24	2	9	6,25	1,72576385104255	24	1	6	2,79166666666667	1,61458479429574	23	1	9	3,69565217391304	2,47597148259197	23	1	9	4,78260869565217	2,84375746535093	24	4	18	12,4583333333333	3,86713203096656	25	5	7	5,56	0,711805216802087	25	1	7	2,92	1,95618676681616	24	3	7	4,79166666666667	0,779027636204913	25	1	9	5,96	2,15019378971602	25	1	6	3,2	1,97905701450632	24	1	9	4,41666666666667	2,2825741888351	25	1	9	4,84	2,2113344387496	25	5	18	12,48	2,93143878212275	 	22,23	14,41	20,5	55,73	22,86	36,77	36,64	76,23	59,64	0	0,2	0	1457
rate	stawka	6	50,6333333333333	64,4	30	30	769	301	N	6	50	2	8	5,42	0,970798114744686	50	1	9	4,42	2,25958276806013	50	2	9	5,86	1,35541243064348	50	1	9	6,28	1,72662227768436	50	1	8	4,1	2,25198325291921	50	1	8	4,02	2,29008510669765	50	1	9	4,86	2,0702952564742	50	4	17	10,48	3,64350134360018	25	2	8	5,24	1,05198225587063	25	1	9	4,68	1,99415813481947	25	4	9	6,28	1,24230967690561	25	3	9	6,24	1,58850034099251	25	1	8	4,48	1,98158185969358	25	1	8	3,96	2,35372045918796	25	2	9	5,08	2,23457676827925	25	4	17	10,96	3,54118624192515	25	4	8	5,6	0,866025403784438	25	1	9	4,16	2,51130776024498	25	2	8	5,44	1,35646599662505	25	1	9	6,32	1,88679622641132	25	1	8	3,72	2,47521042876493	25	1	8	4,08	2,27156333832011	25	1	8	4,64	1,9122412679018	25	4	17	10	3,75277674973257	 	39,81	25,57	38,79	65,03	58,93	39,78	65,37	103,83	98,71	1	1	1	3539
building	budynek	7	54,8928571428571	70,5333333333333	28	30	4279	3744	N	7	50	4	8	5,42	0,882713811758595	50	1	8	3,14	1,73804957539496	50	2	9	5,6	1,38505138783324	50	1	9	6,24	2,09528138483418	50	1	9	3,74	2,38027609442986	50	1	7	1,62	1,35360440969996	50	1	9	7,46	1,86492873420768	50	3	15	7,48	3,24030736763269	25	5	8	5,32	0,690410505906933	25	1	8	3,12	1,73973178009332	25	3	9	5,72	1,4	25	2	9	6,44	2,12289111041209	25	1	9	3,84	2,65643871878624	25	1	7	1,32	1,24899959967968	25	2	9	7,68	1,84210025061975	25	3	14	7,2	2,64575131106459	25	4	8	5,52	1,04562580942387	25	1	6	3,16	1,77200451466694	25	2	8	5,48	1,38804418757713	25	1	9	6,04	2,09125161884775	25	1	8	3,64	2,11896201004171	25	1	6	1,92	1,41185457230316	25	1	9	7,24	1,89912260443255	25	3	15	7,76	3,77800652902206	 	35,91	18,59	20,45	70,55	41,59	14,59	54,5	91	56,18	0,1	0,2	0,1	290
umbrella	parasol	7	52,625	55,1428571428571	32	28	419	778	N	7	50	4	8	5,42	0,810391691639019	50	1	9	2,8	1,94831167099798	50	1	8	5,04	1,4422205101856	50	1	9	6,16	1,74215442507727	50	1	8	3,04	2,19424107097443	50	1	8	1,88	1,74543135420586	50	1	9	7,96	1,82901780266048	50	3	18	6,98	3,22294072839938	25	1	5	2,28	1,3076696830622	25	1	9	5,56	2,58327956933301	25	1	8	2,44	1,6350331291241	25	1	9	4,68	2,0558858593479	25	1	9	4,8	2,62995563967658	25	1	8	3,28	2,17025344142107	25	2	9	7,12	1,94336477961979	25	4	17	11,08	2,94278779391243	25	1	6	2,6	1,38443731048635	25	1	9	5,12	2,48864086065735	25	1	9	3,72	2,3895606290697	25	1	9	5,04	2,1694853460364	25	1	8	4,2	2,06155281280883	25	1	9	4,24	2,02649122047609	25	1	9	6,2	1,89296944860009	25	6	17	10,64	3,21299444962691	 	36,86	18,75	59	30,2	20,48	19,4	55,61	89,2	39,88	0	0,1	0,1	2419
thyme	tymianek	8	69,4137931034483	53,5945945945946	29	37	19	18	N	8	50	2	9	5,42	1,17958830590532	50	1	8	2,68	1,68353369858928	50	2	8	4,92	1,17525507435446	50	1	9	5,68	2,01464029300619	50	1	8	2,48	1,90852010196168	50	1	9	1,76	1,55917298853054	49	1	9	6,83673469387755	1,81827458019398	50	4	18	11,46	3,69892427826342	25	2	9	5,6	1,38443731048635	25	1	6	2,76	1,69016764454496	25	3	7	5,12	0,92736184954957	25	4	9	6,16	1,74833253892578	25	1	8	2,56	2,21885856541902	25	1	5	1,32	0,988264472024906	25	3	9	7,04	1,74355957741627	25	4	18	11	3,53553390593274	25	3	7	5,24	0,925562891794321	25	1	8	2,6	1,70782512765993	25	2	8	4,72	1,3699148392023	25	1	9	5,2	2,17944947177034	25	1	6	2,4	1,58113883008419	25	1	9	2,2	1,89296944860009	24	1	9	6,625	1,90679562754308	25	6	18	11,92	3,87212258759112	 	41,03	13,37	39,83	36,58	23,48	15,63	54,4	76,41	39,11	0	0,1	0,1	3980
concentrate	koncentrat	10	57,25	46,1379310344828	28	29	32	40	N	10	50	4	9	5,42	1,07076169722534	50	1	9	3,12	2,07649626406933	50	2	9	5,28	1,44335210746458	50	1	9	5,94	2,0840502167948	50	1	6	2,8	1,82946406783796	50	1	9	2,12	2,06664472228859	50	1	9	7,18	1,89187305955484	50	4	17	9,9	3,23406612076336	25	4	9	5,52	1,35769412362775	25	1	8	3,08	2,01907569612104	25	2	9	5,36	1,57797338380595	25	2	9	5,88	1,76351920885484	25	1	6	2,6	1,75594229214212	25	1	9	1,56	1,6350331291241	25	3	9	7,44	1,73397424048533	25	4	17	9,84	3,64783040541452	25	4	7	5,32	0,690410505906933	25	1	9	3,16	2,17332310836041	25	3	9	5,2	1,3228756555323	25	1	9	6	2,39791576165636	25	1	6	3	1,91485421551268	25	1	8	2,68	2,32235512644671	25	1	9	6,92	2,03960780543711	25	4	16	9,96	2,83548937575157	 	28,91	18	15,23	55,14	20,77	14,86	46,91	70,36	35,64	0	0,2	0	1292
bears	niedźwiedzie	12	58,9428571428572	58,25	35	36	656	798	N	12	50	2	8	5,42	1,34148866440783	50	1	8	4,38	2,05922513661457	50	2	8	5,7	1,46036059287578	50	1	9	5,5	1,71725932573876	50	1	9	3,02	2,24508533540828	50	1	9	2,2	2,36470647960669	50	1	9	7,92	1,49611742418126	50	3	15	7,22	3,04584025469867	25	3	5	4,12	0,781024967590665	25	1	8	4,56	1,89472953214964	25	1	7	3,48	1,53079500042734	25	2	9	5,28	1,98997487421324	25	1	9	4,84	2,32163735324878	25	3	9	6,24	1,66533279957291	25	1	9	4,44	2,34662878757307	25	4	17	10,52	3,09731066141796	25	1	6	3,96	0,934523051258413	24	1	9	4,29166666666667	2,40432882556635	25	1	6	3,28	1,1	25	1	9	5,24	2,45424801789333	25	1	9	4,72	2,31876403859182	25	2	9	6	1,91485421551268	25	1	7	4,04	1,85921130231791	25	4	16	9,04	3,48185774168522	 	40,35	40,25	40	36,9	42,9	54,35	80,6	76,9	97,25	1	0,1	1	1958
