ENGLISHword	POLISHword	NumberoflettersinPolish	Ciepło_M	Kompetencja_M	Ciepło_N	Kompetencja_N	subtlex_plfrequency	Kazojć2011frequency	partofspeach	NumberofLetters	Valence_N	Valence_MIN	Valence_MAX	Valence_M	Valence_SD	arousal_N	arousal_MIN	arousal_MAX	arousal_M	arousal_SD	dominance_N	dominance_MIN	dominance_MAX	dominance_M	dominance_SD	origin_N	origin_MIN	origin_MAX	origin_M	origin_SD	significance_N	significance_MIN	significance_MAX	significance_M	significance_SD	concretness_N	concretness_MIN	concretness_MAX	concretness_M	concretness_SD	imegability_N	imegability_MIN	imegability_MAX	imegability_M	imegability_SD	ageOfAquisition_N	ageOfAquisition_MIN	ageOfAquisition_MAX	ageOfAquisition_M	ageOfAquisition_SD	Valence_N_Female	Valence_MIN_Female	Valence_MAX_Female	Valence_M_Female	Valence_SD_Female	arousal_N_Female	arousal_MIN_Female	arousal_MAX_Female	arousal_M_Female	arousal_SD_Female	dominance_N_Female	dominance_MIN_Female	dominance_MAX_Female	dominance_M_Female	dominance_SD_Female	origin_N_Female	origin_MIN_Female	origin_MAX_Female	origin_M_Female	origin_SD_Female	significance_N_Female	significance_MIN_Female	significance_MAX_Female	significance_M_Female	significance_SD_Female	concretness_N_Female	concretness_MIN_Female	concretness_MAX_Female	concretness_M_Female	concretness_SD_Female	imegability_N_Female	imegability_MIN_Female	imegability_MAX_Female	imegability_M_Female	imegability_SD_Female	ageOfAquisition_N_Female	ageOfAquisition_MIN_Female	ageOfAquisition_MAX_Female	ageOfAquisition_M_Female	ageOfAquisition_SD_Female	Valence_N_Male	Valence_MIN_Male	Valence_MAX_Male	Valence_M_Male	Valence_SD_Male	arousal_N_Male	arousal_MIN_Male	arousal_MAX_Male	arousal_M_Male	arousal_SD_Male	dominance_N_Male	dominance_MIN_Male	dominance_MAX_Male	dominance_M_Male	dominance_SD_Male	origin_N_Male	origin_MIN_Male	origin_MAX_Male	origin_M_Male	origin_SD_Male	significance_N_Male	significance_MIN_Male	significance_MAX_Male	significance_M_Male	significance_SD_Male	concretness_N_Male	concretness_MIN_Male	concretness_MAX_Male	concretness_M_Male	concretness_SD_Male	imegability_N_Male	imegability_MIN_Male	imegability_MAX_Male	imegability_M_Male	imegability_SD_Male	ageOfAquisition_N_Male	ageOfAquisition_MIN_Male	ageOfAquisition_MAX_Male	ageOfAquisition_M_Male	ageOfAquisition_SD_Male	Ady	POSITIVITYmean	NEGEATIVITYmean	AUTOMATICITYmean	REFLECTIVENESSmean	SUBJECTIVESIGNIFICANCEmean	AROUSALmean	ambiVALmean	ambiORImean	ambiACTmean	CategoryambiACT	CategoryambiORI	CategoryambiVAL	V1
goat	koza	4	63,1851851851852	41,1	27	30	305	421	N	4	50	4	8	5,4	1,0690449676497	50	1	8	3,46	2,15908143733886	50	1	7	4,5	1,29756443747035	50	1	9	5,84	2,00367010197563	50	1	8	2,62	1,8057730551015	50	1	6	1,9	1,59399382888724	50	1	9	8,18	1,61232497863635	50	3	14	6,82	2,96021234759555	25	4	8	5,32	0,9	25	1	8	3,28	2,09204843793509	25	1	7	4,44	1,38684293751431	25	2	9	5,76	1,96383977622072	25	1	8	2,44	1,91659420152867	25	1	6	1,28	1,02143689640297	25	4	9	8,4	1,3228756555323	25	3	12	6,64	2,82665880502051	25	4	8	5,48	1,22882057274445	25	1	8	3,64	2,25240612087015	25	2	7	4,56	1,22746350930146	25	1	9	5,92	2,08006410157636	25	1	7	2,8	1,70782512765993	25	1	6	2,52	1,82847842025366	25	1	9	7,96	1,85921130231791	25	3	14	7	3,13581462037113	 	34,41	16,59	35,36	34,32	23,09	29	51	69,68	52,09	0	0,1	0,1	1361
fashion	moda	4	59,9230769230769	62,7586206896552	26	29	570	612	N	4	50	1	9	5,4	1,51185789203691	50	1	8	4,16	2,12237833477407	50	1	9	5,08	1,92555319377077	50	1	9	4,82	2,282944750688	50	1	8	3,78	2,26138841224156	50	1	9	5,42	2,60368655438196	50	1	9	5,88	2,05674599346459	50	3	15	9,18	3,38477985899786	25	1	9	5,76	1,66533279957291	25	1	7	4,32	2,01494416796099	25	2	9	5,52	2,06397674405503	25	1	9	4,8	2,38047614284762	25	1	8	4,48	2,38257563713446	25	1	9	5,64	2,41315837303177	25	2	9	6,4	2,34520787991171	25	3	15	9,12	3,34564393403323	25	3	8	5,04	1,27410099024109	25	1	8	4	2,25462487641145	25	1	7	4,64	1,70489491367259	25	1	9	4,84	2,2300971578237	25	1	7	3,08	1,93476958145753	25	1	9	5,2	2,81365716935569	25	1	8	5,36	1,60416125540213	25	4	15	9,24	3,49141805001922	 	58,33	16,86	61,48	35,57	40,95	34,88	75,19	97,05	75,83	0,1	0,1	0,1	1775
papa	papa	4	58,9655172413793	45,0384615384615	29	26	1187	1004	N	4	50	1	9	5,4	1,70233932683043	50	1	9	3,42	2,04130810401326	49	1	9	5,24489795918367	1,29952895704716	50	1	9	5,68	1,93190188621451	50	1	9	3,5	2,37546987833084	50	1	9	3,24	2,2728207772973	49	1	9	6,08163265306122	2,20639916581555	50	3	18	7,6	4,72941295921339	25	1	9	5,16	1,86368809979925	25	1	9	3,52	2,16256021110781	24	4	8	5,29166666666667	0,999093792292346	25	3	9	6,12	1,78699002049069	25	1	9	4,12	2,80356915377524	25	1	8	2,92	2,05993527406405	25	1	9	6,08	2,3259406699226	25	3	18	6,88	4,88466989672793	25	3	9	5,64	1,52424844868982	25	1	8	3,32	1,95192212959431	25	1	9	5,2	1,5545631755148	25	1	9	5,24	2,00582485111072	25	1	7	2,88	1,69115345252878	25	1	9	3,56	2,46779253585061	24	1	9	6,08333333333334	2,12473357238577	25	3	18	8,32	4,55265490309409	 	42,44	17,5	41,17	46,5	20,94	20,06	59,94	87,67	41	0	0,1	0,1	2409
membrane	runo	4	54,2758620689655	43,5769230769231	29	26	37	155	N	4	50	2	9	5,4	1,19522860933439	50	1	9	2,9	1,86536640817151	50	1	9	5,06	1,47648230602334	50	1	9	5,46	1,63145108816085	49	1	9	2,89795918367347	2,12372410675979	48	1	8	2,35416666666667	1,88487353075753	49	1	9	6,46938775510204	2,2555675636109	50	3	17	10,68	3,63901758440267	25	3	9	5,32	1,18039541397505	25	1	6	2,76	1,58850034099251	25	3	9	5,44	1,60934769394311	25	4	9	5,68	1,40593978059754	25	1	9	3	2,23606797749979	25	1	5	1,76	1,23423390543824	25	2	9	6,76	2,31444737824533	25	3	16	10,6	3,58236421003411	25	2	8	5,48	1,22882057274445	25	1	9	3,04	2,13072757526625	25	1	7	4,68	1,24899959967968	25	1	9	5,24	1,83212081115484	24	1	7	2,79166666666667	2,04257226292618	23	1	8	3	2,25630429927106	24	1	9	6,16666666666667	2,20013174836075	25	4	17	10,76	3,76696164036747	 	33,63	24,63	24,31	57,63	25,94	24,69	58,25	81,94	50,63	0	0,2	0	3221
table	stół	4	49,9666666666667	58,8965517241379	30	29	2288	8362	N	4	50	4	7	5,4	0,699854212223765	50	1	8	3,2	2,02030508910442	50	4	8	5,6	1,10656667034498	50	1	9	5,7	2,0528725518857	50	1	8	3,4	2,1570955529345	50	1	8	1,9	1,66904592079256	50	1	9	8,2	1,44278641976601	50	3	15	6,56	3,0449690859997	25	5	7	5,44	0,711805216802088	25	1	8	3,32	2,07605394920267	25	4	8	5,8	1,1180339887499	25	1	9	6	2,02072594216369	25	1	8	2,88	1,85562208796224	25	1	8	1,44	1,50222057856583	25	5	9	8,32	1,10754984838908	25	3	15	6,36	3,38969025133566	25	4	7	5,36	0,7	25	1	8	3,08	1,99833263830958	25	4	8	5,4	1,08012344973464	25	1	9	5,4	2,08166599946613	25	1	8	3,92	2,34378611083293	25	1	7	2,36	1,72916164657906	25	1	9	8,08	1,7301252363148	25	3	14	6,76	2,71231758219178	 	41,89	13,29	32,32	50,6	42,46	27,29	55,18	82,92	69,75	0,1	0,2	0,1	3560
baron	baron	5	40,6153846153846	55,7575757575758	39	33	579	2683	N	5	50	3	8	5,4	1,01015254455221	50	1	8	3,92	2,11737226441702	50	1	9	6,78	1,63245151817249	50	1	9	6,14	2,24980724797953	50	1	7	2,48	1,75243271145093	50	1	8	2,92	2,38053329645065	50	1	9	6,02	2,41162152240913	50	4	18	11,42	3,66500271459097	25	3	7	5,24	0,879393730551528	25	1	8	3,68	1,8645821694596	25	5	9	7,04	1,33790881602597	25	1	9	6,36	2,343074902772	25	1	7	2,16	1,57268348161139	25	1	8	2,68	2,44472220644119	25	1	9	5,96	2,62170428029809	25	4	17	12,04	3,40930100362718	25	4	8	5,56	1,12101144805335	25	1	8	4,16	2,35725829443162	25	1	9	6,52	1,87349939951952	25	1	9	5,92	2,17791949652262	25	1	7	2,8	1,89296944860009	25	1	8	3,16	2,33951561938221	25	1	9	6,08	2,23457676827925	25	5	18	10,8	3,87298334620742	 	24,87	22,22	25,09	56,09	28,26	27,65	47,09	81,17	55,91	0	0,2	0	116
gate	brama	5	43,8484848484849	55,3214285714286	33	28	796	2026	N	5	50	4	8	5,4	0,880630571852711	50	1	9	3,22	2,03329430095245	50	3	8	5,64	1,12049551720729	50	1	9	5,94	1,86711607806788	50	1	9	3,02	1,78988085340554	50	1	9	2,08	1,91492526629898	50	1	9	7,94	1,63395101467803	50	3	15	7,74	3,32467583198048	25	5	7	5,4	0,645497224367903	25	1	9	3,52	2,25684145064143	25	3	8	5,84	1,4047538337137	25	1	9	6,24	1,80923556601492	25	1	9	3,16	1,81842422626478	25	1	9	1,56	1,75783958312469	25	4	9	8,2	1,3228756555323	25	3	15	7,52	3,39263909073747	25	4	8	5,4	1,08012344973464	25	1	7	2,92	1,77763888346312	25	4	7	5,44	0,711805216802088	25	1	9	5,64	1,9122412679018	25	1	7	2,88	1,78699002049069	25	1	7	2,6	1,95789002074512	25	1	9	7,68	1,88679622641132	25	4	15	7,96	3,31008559808756	 	21	24,17	20,41	49,27	20,72	24,42	45,17	69,68	45,14	0	0,2	0	250
farm	farma	5	65,03125	61,6538461538462	32	26	466	316	N	5	50	2	7	5,4	0,880630571852711	50	1	6	3,32	1,87834056158784	50	2	8	5,1	1,29756443747035	50	1	9	5,7	2,02282889407233	50	1	7	2,74	1,77062193616151	50	1	7	2,34	1,7912485669419	50	1	9	7,34	1,76831523646385	50	3	15	8,62	2,73965586994321	25	2	7	5,24	0,969535971483266	25	1	6	3,44	1,82756668824971	25	2	8	5,08	1,49777612924406	25	3	9	5,92	1,97737199332852	25	1	7	2,64	1,72916164657906	25	1	7	1,76	1,36259556239798	25	3	9	7,72	1,3699148392023	25	3	14	8,08	2,56450125105578	25	4	7	5,56	0,768114574786861	25	1	6	3,2	1,95789002074512	25	2	8	5,12	1,09239797387826	25	1	9	5,48	2,08406653764541	25	1	7	2,84	1,8411952639522	25	1	7	2,92	1,99833263830958	25	1	9	6,96	2,05101600838869	25	6	15	9,16	2,85306852353742	 	48,5	17,14	32,64	45,95	32,09	26,18	65,64	78,59	58,27	0	0	0,1	738
fleet	flota	5	40,5	66,8666666666667	28	30	958	993	N	5	50	2	8	5,4	1,12485826771597	50	1	9	3,9	2,4764194033371	50	3	9	6,34	1,52006981579727	50	1	9	6,16	1,86656948240698	50	1	8	2,94	2,07423455269452	50	1	8	2,26	1,74741792017683	49	1	9	6,73469387755102	1,85714285714286	50	3	16	10,98	3,37753683947945	25	2	8	5,28	1,33915396177338	25	1	8	4,04	2,31804515342849	25	3	9	6,24	1,66533279957291	25	2	9	6,32	1,51986841535707	25	1	8	2,84	1,90787840283389	25	1	4	1,52	0,822597511950204	24	2	9	6,91666666666667	2,04124145231931	25	3	16	11	3,25320354932386	25	4	7	5,52	0,871779788708135	25	1	9	3,76	2,66583320308429	25	3	9	6,44	1,38684293751431	25	1	9	6	2,17944947177034	25	1	8	3,04	2,26347814951533	25	1	8	3	2,10158670215308	25	1	9	6,56	1,68522995463527	25	6	16	10,96	3,56464116941196	 	31,46	24,92	32,31	56,15	24,62	40,65	56,38	88,46	65,27	0,2	0,2	0	775
class	klasa	5	53,6	68,4642857142857	30	28	2099	1059	N	5	50	2	9	5,4	1,22890360957752	50	1	9	3,62	2,23049367647979	50	2	9	5,82	1,39518121125712	50	1	9	6,2	1,82946406783796	50	1	7	3,68	1,89994629354815	50	1	9	3,46	2,34050404478896	50	1	9	6,92	1,96749089150707	50	3	16	6,88	2,78215890330968	25	2	9	5,28	1,45830952361516	25	1	9	3,84	2,17332310836041	25	4	9	6,2	1,29099444873581	25	1	9	6,4	1,80277563773199	25	1	7	3,84	2,1540659228538	25	1	8	2,72	2,09204843793509	25	3	9	7	1,91485421551268	25	3	16	6,84	3,05068298363935	25	4	7	5,52	0,962635271879577	25	1	9	3,4	2,3094010767585	25	2	8	5,44	1,41656862405839	25	1	9	6	1,87082869338697	25	1	7	3,52	1,63605215890774	25	1	9	4,2	2,38047614284762	25	1	9	6,84	2,05507501890645	25	4	14	6,92	2,54820198048219	 	46,22	16,56	32,44	48,06	50,89	34,89	62,78	80,5	85,78	0,1	0	0,1	1211
mast	maszt	5	46,1666666666667	63,32	30	25	215	616	N	5	50	3	8	5,4	1,08796758655199	50	1	8	3,16	2,09333246674448	50	3	9	5,94	1,46259484255531	50	1	9	5,92	2,08825676738533	50	1	9	3,3	2,39259060349203	50	1	9	2,04	2,01990098767242	50	1	9	7,56	2,09138173249658	50	4	14	9,16	3,01939310025666	25	3	8	5,24	1,05198225587063	25	1	8	3,44	2,12289111041209	25	3	9	6,4	1,63299316185545	25	2	9	6,08	1,95618676681616	25	1	8	2,8	1,93649167310371	25	1	9	1,52	1,75878746110306	25	1	9	7,64	2,09920619917784	25	4	14	9,68	3,05122926047847	25	4	8	5,56	1,12101144805335	25	1	7	2,88	2,06801031589948	25	3	8	5,48	1,12249721603218	25	1	9	5,76	2,24127939653523	25	1	9	3,8	2,72335577306136	25	1	8	2,56	2,16178938227879	25	1	9	7,48	2,12367605815953	25	4	14	8,64	2,9563490998189	 	29,83	17	24,92	53,96	15,96	27,33	46,83	78,87	43,29	0	0,2	0	1678
oats	owies	5	65,5357142857143	52,7241379310345	28	29	66	166	N	5	50	3	8	5,4	0,857142857142857	50	1	7	2,8	1,81827458019398	50	1	8	4,96	1,26103294232651	50	1	9	5,74	1,78211064958014	50	1	8	2,6	2,1189138534559	50	1	5	1,64	1,13856336258122	50	1	9	7,12	2,01666526114529	50	3	16	9,7	3,37003603202441	25	4	8	5,52	0,871779788708135	25	1	7	3	1,77951304200522	25	2	8	4,92	1,552417469626	25	4	9	5,88	1,5088627063675	25	1	7	2,8	2,17944947177034	25	1	4	1,32	0,802080627701064	25	2	9	7,16	2,11502561056204	25	3	15	10	3,04138126514911	25	3	7	5,28	0,842614977317636	25	1	7	2,6	1,87082869338697	25	1	6	5	0,912870929175277	25	1	9	5,6	2,04124145231932	25	1	8	2,4	2,08166599946613	25	1	5	1,96	1,33790881602597	25	1	9	7,08	1,95618676681616	25	4	16	9,4	3,70809924354783	 	35,4	4,2	24,27	56,8	23,67	14,13	39,6	81,07	37,8	0	0,2	0,1	2372
psalm	psalm	5	55,1	50,6428571428571	30	28	108	122	N	5	50	1	9	5,4	1,39970842444753	50	1	9	3,28	2,27712672516243	50	2	7	5,14	1,143035700337	50	1	9	5,22	1,95134699683086	50	1	8	3,2	2,0995626366713	50	1	9	3,84	2,76538368744294	50	1	9	6,16	2,3066894733645	50	4	17	10,06	3,68344337570714	25	3	9	5,64	1,41067359796659	25	1	9	3,36	2,25240612087015	25	2	7	5,08	1,32035348802256	25	3	9	5,68	2,07605394920267	25	1	8	3,32	2,19317121994613	25	1	9	2,92	2,49866631092135	25	1	9	6,64	2,25240612087015	25	4	17	10,16	3,68193789554722	25	1	8	5,16	1,37477270848675	25	1	9	3,2	2,34520787991171	25	3	7	5,2	0,957427107756338	25	1	9	4,76	1,73877351409933	25	1	8	3,08	2,03960780543711	25	1	9	4,76	2,75801861245835	25	1	8	5,68	2,30434372436058	25	5	17	9,96	3,75810235801705	 	40,41	44,3	24,65	27,4	24,76	26,5	84,71	52,05	51,26	0	0	1	3028
vase	wazon	5	61,8965517241379	49,7142857142857	29	28	174	293	N	5	50	4	8	5,4	0,782460796435952	50	1	9	2,92	2,07846096908265	50	1	9	5,12	1,20610690966888	50	1	9	5,64	2,15482372971026	50	1	8	2,9	1,88712068766042	50	1	8	1,58	1,49952373391401	50	1	9	7,86	1,82957561712423	50	3	16	7,6	3,07059789431495	25	4	8	6,36	1,18602979164381	25	1	9	4,68	2,07605394920267	25	5	9	6,88	1,39403491108843	25	1	9	5,56	2,21885856541902	25	1	9	5,76	2,31444737824533	25	2	9	7	2,38047614284762	25	1	9	4,12	2,50532765654847	25	4	15	9,6	2,66145323711188	25	4	9	6,36	1,22065556157337	25	1	8	3,24	2,12681295212657	25	2	8	5,76	1,36259556239798	25	2	9	6,52	2,08406653764541	25	1	8	4	2,21735578260835	25	1	9	6,36	2,39582971014219	25	1	7	4,12	2,08806130178211	25	4	16	9,44	2,9732137494637	 	35,44	15,54	35,54	45,24	19,19	11,81	50,98	80,78	30,99	0	0,1	0,1	4179
moment	chwila	6	63,7666666666667	49,8148148148148	30	27	12251	11022	N	6	50	1	9	5,4	1,4142135623731	50	1	8	3,38	1,89402928667313	50	1	8	5,1	1,55511007550552	50	1	9	4,52	2,17818497743382	50	1	9	4,28	2,37366503835013	50	2	9	6,08	2,39761786541797	50	1	9	3,94	2,18911966277752	50	3	16	7,9	3,29036937322315	25	1	9	5,56	1,68522995463527	25	1	8	3,64	1,955334583475	25	3	8	5,36	1,28711563842052	25	1	8	4,6	2,04124145231932	25	2	9	4,4	2,17944947177034	25	2	9	6,24	2,36784008469041	25	1	9	4	2,32737334062816	25	3	15	7,84	3,28734948958377	25	2	8	5,24	1,09087121146357	25	1	7	3,12	1,83303027798234	25	1	8	4,84	1,77200451466693	25	1	9	4,44	2,34662878757307	25	1	9	4,16	2,59293913027925	25	2	9	5,92	2,46508958593124	25	1	7	3,88	2,08806130178211	25	3	16	7,96	3,36005952328229	 	50,05	23,24	64,38	31,48	51,24	46,14	73,29	95,86	97,38	1	0,1	0,1	391
sprout	kiełek	6	55,9375	41	32	28	13	30	N	6	50	3	8	5,4	0,880630571852711	50	1	9	3,02	1,86799029844966	50	1	9	5	1,61624407128354	50	1	9	5,62	1,65233292094319	50	1	6	2,38	1,57648537019821	50	1	8	2,12	1,86962835988376	50	2	9	7,1	1,76415557646121	50	4	17	10,12	3,15995350004537	25	3	8	5,52	0,918331820930394	25	1	7	2,96	1,59373774505092	25	2	9	5,44	1,78138522878499	25	3	9	5,8	1,52752523165195	25	1	6	2,04	1,45716619962629	25	1	8	1,56	1,52970585407784	25	2	9	7,4	1,87082869338697	25	4	17	9,84	3,4117444218464	25	3	7	5,28	0,842614977317636	25	1	9	3,08	2,13931453196267	25	1	7	4,56	1,3253930234714	25	1	9	5,44	1,78138522878499	25	1	6	2,72	1,64620776331543	25	1	8	2,68	2,03551795210294	25	4	9	6,8	1,63299316185545	25	6	17	10,4	2,92973263854116	 	36,86	12,43	26,67	46,38	18,29	15,05	49,29	73,05	33,33	0	0	0,1	1188
clew	kłębek	6	72,0714285714286	45,3461538461539	28	26	132	1093	N	6	50	2	8	5,4	1,22890360957752	50	1	8	3,58	2,04130810401326	50	1	7	4,34	1,34937627314645	50	1	9	5,72	1,88484828599664	50	1	7	2,46	1,58062245553414	50	1	9	2,68	2,23552030194498	50	1	9	7,38	1,75998608528822	50	3	14	7,9	2,44323305378387	25	2	8	5,4	1,44337567297406	25	1	8	3,56	2,00166597280032	25	2	7	4,2	1,44337567297406	25	3	9	5,72	1,72046505340853	25	1	7	2,16	1,43410831761993	25	1	8	2,08	1,9131126469709	25	5	9	7,92	1,0770329614269	25	3	14	7,48	2,20075744536588	25	4	8	5,4	1	25	1	8	3,6	2,12132034355964	25	1	7	4,48	1,26227308191743	25	1	9	5,72	2,07203603572267	25	1	5	2,76	1,69016764454496	25	1	9	3,28	2,40693442647143	25	1	9	6,84	2,13463501954471	25	4	14	8,32	2,64133804475434	 	41,8	33,45	41,85	51,5	26,8	35	75,25	93,35	61,8	0	1	1	1235
basket	koszyk	6	61,4444444444444	52,3076923076923	36	39	372	761	N	6	50	4	7	5,4	0,63887656499994	50	1	8	2,9	1,90862703084106	50	1	8	4,96	1,26103294232651	50	1	9	5,98	2,23597670755639	50	1	5	2,46	1,47371528277815	50	1	9	1,78	1,7058123924885	50	1	9	7,9	1,65677335782046	50	3	11	6,2	2,1189138534559	25	5	7	5,44	0,650640709864771	25	1	7	2,96	1,79071680247511	25	3	8	5,2	1,19023807142381	25	1	9	6,16	2,2300971578237	25	1	5	2,16	1,491084616423	25	1	5	1,28	0,890692614392492	25	5	9	8,16	1,24766448481419	25	3	11	6,12	2,26053091109146	25	4	7	5,36	0,637704215656966	25	1	8	2,84	2,05507501890645	25	1	8	4,72	1,3076696830622	25	1	9	5,8	2,27303028283098	25	1	5	2,76	1,42243921955679	25	1	9	2,28	2,15096877398689	25	1	9	7,64	1,97652894404981	25	3	11	6,28	2,01080415091409	 	30,67	10,19	29,71	53,14	29,14	13,95	40,86	82,86	43,1	0	0,2	0	1352
can	puszka	6	45,8666666666667	36,7142857142857	30	28	386	344	N	6	50	3	8	5,4	0,96890428330361	50	1	9	3,26	2,02847082245494	50	3	7	4,9	0,814411017927955	50	1	9	6,22	1,86580397946727	50	1	8	3,06	2,01433637221001	50	1	9	1,72	1,75010203784155	50	1	9	7,9	1,78714228617097	50	3	13	7,72	2,71834283251801	25	4	7	5,44	0,820568908339411	25	1	9	3,8	2,04124145231932	25	3	7	4,8	1	25	4	9	6,44	1,60934769394311	25	1	8	2,88	2,26053091109146	25	1	8	1,36	1,41067359796659	25	2	9	8,32	1,51986841535707	25	3	13	7,36	2,3607908279501	25	3	8	5,36	1,113552872566	25	1	8	2,72	1,90438091427809	25	4	7	5	0,577350269189626	25	1	9	6	2,10158670215308	25	1	6	3,24	1,7625738755203	25	1	9	2,08	1,99833263830958	25	1	9	7,48	1,96044212700435	25	4	13	8,08	3,04028507435295	 	28,67	24,78	22,28	47,5	18	40,67	53,44	69,78	58,67	0,2	0	0	3055
locker	szafka	6	58	46,1379310344828	32	29	281	238	N	6	50	4	8	5,4	0,782460796435952	50	1	8	3,02	1,83492200801838	50	1	9	5,34	1,22240979801608	50	1	9	5,98	1,80124673377035	50	1	8	3,22	2,34990229931513	50	1	7	1,72	1,40029151483918	50	1	9	7,94	1,51738227866014	48	3	12	6,08333333333333	2,14211402177137	25	5	8	5,48	0,918331820930394	25	1	7	3,12	1,64113781667882	25	4	7	5,28	0,936304793679209	25	2	9	6,12	1,76351920885484	25	1	8	3,44	2,55081686262787	25	1	4	1,16	0,62449979983984	25	4	9	8,04	1,39880901722382	25	3	9	5,56	1,68522995463527	25	4	7	5,32	0,627162924074226	25	1	8	2,92	2,03960780543711	25	1	9	5,4	1,47196014438797	25	1	9	5,84	1,86368809979925	25	1	8	3	2,16024689946929	25	1	7	2,28	1,72046505340853	25	1	9	7,84	1,65025250593154	23	3	12	6,65217391304348	2,46075922600718	 	32,36	18,04	20,71	59,39	28,17	26,67	50,4	80,1	54,84	0	0,2	0	3628
sheriff	szeryf	6	57,1379310344827	72,1481481481481	29	27	2304	904	N	6	50	4	8	5,4	1,04978131833565	50	1	8	3,86	1,9379138794285	50	3	9	7,32	1,53117268651134	50	1	9	6,62	2,27578199163922	50	1	8	3,08	1,92555319377077	50	1	8	2,72	2,09021041807679	50	1	9	7,38	1,66463822140526	50	3	16	8,38	2,91995247375357	25	4	7	5,04	0,789514618821801	25	1	8	4,24	2,08726296059377	25	4	9	7,4	1,3228756555323	25	4	9	7,28	1,51437555888007	25	1	8	2,64	1,82300118851671	25	1	8	2,04	1,9035055380359	25	3	9	7,48	1,53079500042734	25	3	13	8,28	2,62233992202892	25	4	8	5,76	1,16476034731041	25	1	7	3,48	1,73493515728975	25	3	9	7,24	1,73877351409933	25	1	9	5,96	2,71538824725551	25	1	7	3,52	1,96044212700435	25	1	8	3,4	2,08166599946613	25	1	9	7,28	1,81475434517549	25	4	16	8,48	3,24191301548946	 	22,33	25,86	20,04	65,07	36,21	44,48	48,19	85,11	80,7	0,2	0,2	0,2	3672
trumpet	trąbka	6	61,037037037037	46,2051282051282	27	39	103	168	N	6	50	4	8	5,4	0,782460796435952	50	1	8	3,86	2,30359080833487	50	2	8	5,12	1,31924530064174	50	1	9	5,38	2,03930760558678	50	1	6	2,44	1,73980998258724	50	1	8	1,96	1,80656399537568	50	1	9	8,06	1,50387255213373	50	3	13	7,56	2,90783600020387	25	4	7	5,4	0,707106781186548	25	1	8	3,76	2,29637395328664	25	4	8	5,44	1,29357386079548	25	2	9	5,6	2,04124145231931	25	1	6	2,32	1,6	25	1	5	1,36	1,113552872566	25	6	9	8,44	1,00332779621949	25	3	12	7,44	2,67830792354676	25	4	8	5,4	0,866025403784439	25	1	8	3,96	2,35372045918796	25	2	7	4,8	1,29099444873581	25	1	9	5,16	2,05507501890645	25	1	6	2,56	1,89472953214964	25	1	8	2,56	2,16178938227879	25	1	9	7,68	1,81934053986602	25	4	13	7,68	3,17175030543074	 	34,22	16,5	29,72	45,61	20,22	48,17	50,72	75,33	68,39	0,2	0	0	3921
rule	zasada	6	43,1666666666667	77,8846153846154	30	26	2621	1241	N	6	50	3	9	5,4	1,08796758655199	50	1	8	3,16	1,76542762351719	50	1	9	5,84	1,64577380844739	50	1	9	6,82	2,03730514280457	50	1	8	4,58	2,09069854550178	50	1	9	5,38	2,33771212068203	50	1	9	4,58	2,39122545647069	50	4	15	8,68	3,24156676655608	25	1	6	3,64	1,03601801786134	25	1	9	5,08	2,13931453196267	25	2	8	5,16	1,7	25	2	8	5,8	1,70782512765993	25	1	7	4,24	1,85472369909914	25	2	9	5,48	2,2196095752782	25	1	9	4,12	2,3685438564654	25	4	16	11,28	3,33566585057117	25	2	7	3,68	1,10754984838908	25	1	9	4,64	2,53113940087595	25	2	7	4,64	1,65529453572469	25	1	9	5,96	2,26347814951533	25	1	8	3,8	2,34520787991171	25	1	9	5,76	2,18479594775653	25	1	9	4,76	2,42005509579155	25	5	16	10,4	3,53553390593274	 	46,25	41,1	33,45	73,1	66,95	28,5	87,35	106,55	95,45	0,1	0,2	2	4618
set	zestaw	6	57,6	55,2962962962963	30	27	1725	1147	N	6	50	2	7	5,4	0,832993127835043	50	1	9	3,26	2,32826465989814	50	2	8	5,08	1,06598617749586	50	1	9	6,54	1,82063007707525	50	1	8	3,42	2,01109169256858	50	1	9	3,32	2,12314745178963	50	1	9	5,32	2,19870091515097	50	3	13	8,02	2,4866172415799	25	4	8	5,96	1,09848380355227	25	1	9	4,28	2,22710574513201	25	4	8	6	1,22474487139159	25	1	9	5,64	1,99749843554382	25	1	9	4,04	2,42349609723914	25	1	6	2,48	1,41774468787578	25	2	9	7,24	1,85472369909914	25	3	15	7,68	2,56124969497314	25	5	8	6,04	0,789514618821801	25	1	9	4,36	2,51462389500564	25	2	8	5,44	1,38684293751431	25	1	9	5,52	2,46846781087648	25	1	9	3,6	2,34520787991171	25	1	8	4,08	2,3079572497485	25	1	9	6,92	1,84661853126194	25	4	15	8,2	2,9011491975882	 	54,6	8,1	29,21	63	38,37	28,68	62,7	92,21	67,05	0,1	0,2	0,1	4718
