,POLISHword,Ciepło_M,Kompetencja_M,Valence_M,arousal_M,dominance_M,origin_M,significance_M,concretness_M,imegability_M,ageOfAquisition_M,AUTOMATICITYmean,NumberofLetters,Kazojć2011frequency,cond_arousal,cond_origin
84,odwilż,-0.31762572647824394,-0.20283846560011762,-0.17030811480914673,-0.6311347932239445,-0.5841018151913595,0.31976410379786596,-0.12768487429956088,-0.18282235299919466,-0.19938297536913213,0.6041737460642276,-0.37656036468342646,-0.2993873819257222,-0.2910545744996902,0.0,1.0
85,kawaler,-0.05319218833339376,-0.06660347651755842,0.44362955080072325,-0.022258987235099,0.007813885928044518,-0.0792776406852367,0.4925972380497937,-0.39375119116509283,-0.3452470147323952,0.4591610831367221,-0.08323167191168512,0.11174207563772375,0.5127926753664007,0.0,0.0
86,meduza,-0.7166666011474487,-0.29592475905087867,-0.2647600633645114,-0.47327810278239185,0.0500935788651448,0.1950635586468966,-1.2304086295873022,-0.9679463617278151,1.1296004943850446,0.16913575728171112,-1.2912669821430611,-0.2993873819257222,-0.26039287642972514,0.0,-1.0
87,snob,-1.821708108487937,-0.9329718402471963,-1.4572962301587769,0.9474321111915812,-0.11902519288325634,1.3173684650056243,-0.26552534371052866,0.754639149960352,-1.1393956734879405,1.4296304427284907,-0.7249630160980255,-1.121646297052614,-0.8736222191550757,1.0,1.0
88,krater,-0.025766337566136343,-0.3956041209718488,-0.07585616625378205,0.248352482093277,-0.2247244252260066,-0.10421774971543124,-0.6330999288064423,-0.897636749005849,0.6337950635334973,0.8384249707932752,-1.485821727348808,-0.2993873819257222,-0.009740716300729884,1.0,0.0
89,tratwa,0.02257041091255629,0.14934550615922842,0.33343561081946416,-0.7438895721107678,-0.05560565347760638,0.5192849760394178,-1.1155415717448292,-1.2023117374677017,0.8540795311433251,-0.2212829506000354,-0.6692904274699195,-0.2993873819257222,0.18342012388119183,1.0,-1.0
90,szachy,-0.06385779696510546,1.3593923723126002,0.2704676451158884,-1.104704864548602,1.4030437528523532,2.065571735911444,-0.6330999288064423,-0.8390454050708773,1.1782218408394662,-0.16550884947407188,-0.42504939348855125,-0.2993873819257222,0.4021465366117367,-1.0,1.0
91,szczęka,-0.5265569949584743,-0.008571418398537095,-0.15456612338325226,0.0002919685422656653,0.19807250414499536,0.4195245399186419,-0.12768487429956088,-0.897636749005849,1.1458076098698513,-0.4332245348786969,-0.8716273624838962,0.11174207563772375,0.37814996318159877,-1.0,0.0
92,potok,-0.5180062935412121,-0.6986241589791551,0.6325334479114526,-1.2400105992127899,-0.05560565347760638,-0.8524210206212497,-0.3344455784160126,-0.7335809859879285,0.7991737929703109,0.03527791457939811,1.1906529366970207,-0.710516839489168,0.6876587816833795,-1.0,-1.0
93,bokser,-0.34383002354753367,0.020247651462906212,-0.23327608051272317,0.7219225534179345,1.2550648275725016,0.09530312252612065,-1.1614883948818184,-0.6281165669049794,1.0161506859913956,-0.4555341753290829,0.0939628037218567,-0.2993873819257222,-0.11495936769667713,0.0,1.0
94,trzmiel,0.15932993921700728,0.16092378909163457,-0.32772802906808784,0.1806996147611825,0.13465296473934538,-0.004457313594655296,-1.4371693337037539,-1.1320021247457357,0.5345678258714187,0.2806839595336381,-0.021572783431094505,0.11174207563772375,-0.8232889371630777,0.0,0.0
95,gorliwość,0.12187090506987398,0.1706929653158551,-0.0601141748278883,0.9699830669689453,0.5363100476417977,-0.9333491295151407,0.5155706496182878,1.5514814274759663,-1.4169011814829042,0.9388183528200097,1.0380022904586657,0.9340009907646155,-0.2212989324308117,0.0,-1.0
96,skalpel,-0.9060730992623299,-0.4302616674923562,-0.9574076861038516,1.2631454920746854,0.7477085123272991,1.192667919854655,-0.5412062825324637,-0.9796646305148093,0.6920083762952554,0.6376382067398061,-0.9662109001531517,0.11174207563772375,-0.16204297404035706,1.0,1.0
97,walizka,0.22342553230841816,0.866408607498973,0.47511353365251147,-0.5634819258918505,0.26149204355064626,0.24494377670728457,-0.6330999288064423,-0.9679463617278151,0.9837364550217815,-0.8347980629856359,-0.1724275397137046,0.11174207563772375,-0.047869466733661825,1.0,0.0
